,,,,Redraft,,,Dynasty,AAV,,Health Report,
Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T285,Malkelm Morrison,FA,CB,-,-,-,-,,,,
T285,Emmanuel Moseley,FA,CB,-,-,-,-,,,Ques,Illness
T285,Quandre Mosely,FA,CB,-,-,-,-,,,,
T285,Riley Moss,DEN,CB,-,-,-,-,,,,
T285,Jabbar Muhammad,JAX,CB,-,-,-,-,,,,
T285,Malik Muhammad,CHI,CB,-,-,-,-,,,,
T285,Byron Murphy,MIN,CB,-,-,-,-,,,,
T285,Sean Murphy-Bunting,ARI,CB,-,-,-,-,,,,
T285,Julian Neal,SEA,CB,-,-,-,-,,,Ques,Leg
T285,Nik Needham,FA,CB,-,-,-,-,,,,
T285,Greg Newsome,NYG,CB,-,-,-,-,,,,
T285,Quinton Newsome,ARI,CB,-,-,-,-,,,,
T285,Josh Newton,CIN,CB,-,-,-,-,,,,
T285,DeCarlos Nicholson,CAR,CB,-,-,-,-,,,,
T285,Parry Nickerson,FA,CB,-,-,-,-,,,,
T285,Keisean Nixon,GB,CB,-,-,-,-,,,,
T285,Drey Norwood,LAR,CB,-,-,-,-,,,,
T285,Caleb Offord,LV,CB,-,-,-,-,,,,
T285,Jeff Okudah,FA,CB,-,-,-,-,,,Ques,Concussion
T285,Jordan Oladokun,FA,CB,-,-,-,-,,,,
T285,Donovan Olumba,FA,CB,-,-,-,-,,,,
T285,Amani Oruwariye,BAL,CB,-,-,-,-,,,,
T285,Jacob Parrish,TB,CB,-,-,-,-,,,,
T285,Rico Payton,NYG,CB,-,-,-,-,,,IR,Undisclosed
T285,D'Arco Perkins-McAllister,KC,CB,-,-,-,-,,,,
T285,Patrick Peterson,FA,CB,-,-,-,-,,,,
T285,Bryce Phillips,KC,CB,-,-,-,-,,,,
T285,Clark Phillips,ATL,CB,-,-,-,-,,,,
T285,Dru Phillips,NYG,CB,-,-,-,-,,,,
T285,James Pierre,MIN,CB,-,-,-,-,,,,
T285,Jalen Pitre,HOU,CB,-,-,-,-,,,,
T285,Derrek Pitts,FA,CB,-,-,-,-,,,,
T285,Carlins Platel,FA,CB,-,-,-,-,,,,
T285,D'Angelo Ponds,NYJ,CB,-,-,-,-,,,Ques,Calf
T285,Darien Porter,LV,CB,-,-,-,-,,,,
T285,Daryl Porter,PIT,CB,-,-,-,-,,,,
T285,Jackson Porter,FA,CB,-,-,-,-,,,,
T285,Joey Porter,PIT,CB,-,-,-,-,,,PUP-P,Back
T285,Bobby Price,FA,CB,-,-,-,-,,,,
T285,Jayden Price,NO,CB,-,-,-,-,,,,
T285,Toriano Pride,BUF,CB,-,-,-,-,,,,
T285,Troy Pride,FA,CB,-,-,-,-,,,,
T285,De'Antre Prince,FA,CB,-,-,-,-,,,,
T285,Nehemiah Pritchett,SEA,CB,-,-,-,-,,,,
T285,Karon Prunty,NE,CB,-,-,-,-,,,,
T285,Ephesians Prysock,SF,CB,-,-,-,-,,,,
T285,Myles Purchase,LAC,CB,-,-,-,-,,,,
T285,Brendan Radley-Hiles,FA,CB,-,-,-,-,,,,
T285,Ennis Rakestraw,DET,CB,-,-,-,-,,,,
T285,D.J. Reed,DET,CB,-,-,-,-,,,,
T285,Nikko Reed,LAC,CB,-,-,-,-,,,Ques,Hamstring
T285,Michael Reid,NO,CB,-,-,-,-,,,,
T285,Shavon Revel,DAL,CB,-,-,-,-,,,,
T285,Decamerion Richardson,LV,CB,-,-,-,-,,,,
T285,Eli Ricks,FA,CB,-,-,-,-,,,,
T285,Quincy Riley,NO,CB,-,-,-,-,,,,
T285,Kelee Ringo,PHI,CB,-,-,-,-,,,,
T285,Chandler Rivers,BAL,CB,-,-,-,-,,,,
T285,Amik Robertson,WAS,CB,-,-,-,-,,,,
T285,Nickell Robey-Coleman,FA,CB,-,-,-,-,,,,
T285,Ethan Robinson,MIA,CB,-,-,-,-,,,,
T285,Jaden Robinson,DEN,CB,-,-,-,-,,,,
T285,Jakob Robinson,SF,CB,-,-,-,-,,,Ques,Forearm
T285,Marquise Robinson,BAL,CB,-,-,-,-,,,,
T285,Micah Robinson,TEN,CB,-,-,-,-,,,,
T285,Robert Rochell,CAR,CB,-,-,-,-,,,,
T285,Isaiah Rodgers,MIN,CB,-,-,-,-,,,,
T285,Eric Rogers,LAC,CB,-,-,-,-,,,Ques,Undisclosed
T285,Christian Roland-Wallace,KC,CB,-,-,-,-,,,Ques,Back
T285,D'Angelo Ross,CLE,CB,-,-,-,-,,,,
T285,De'Shawn Rucker,DET,CB,-,-,-,-,,,,
T285,Darius Rush,WAS,CB,-,-,-,-,,,,
T285,KeiVarae Russell,FA,CB,-,-,-,-,,,,
T285,Mike Sainristil,WAS,CB,-,-,-,-,,,,
T285,Asante Samuel,PIT,CB,-,-,-,-,,,,
T285,Marcus Sayles,FA,CB,-,-,-,-,,,,
T285,Eric Scott,FA,CB,-,-,-,-,,,,
T285,Keionte Scott,TB,CB,-,-,-,-,,,,
T285,Kevon Seymour,FA,CB,-,-,-,-,,,,
T285,Kendall Sheffield,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Duke Shelley,FA,CB,-,-,-,-,,,,
T285,Rodney Shelley,LAC,CB,-,-,-,-,,,,
T285,Jaylin Simpson,GB,CB,-,-,-,-,,,,
T285,Doneiko Slaughter,PIT,CB,-,-,-,-,,,,
T285,Darius Slay,FA,CB,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Avery Smith,LAC,CB,-,-,-,-,,,,
T285,Cam Smith,FA,CB,-,-,-,-,,,,
T285,Jaylin Smith,HOU,CB,-,-,-,-,,,,
T285,Keidron Smith,NYJ,CB,-,-,-,-,,,,
T285,Melvin Smith,KC,CB,-,-,-,-,,,,
T285,Terell Smith,CHI,CB,-,-,-,-,,,Ques,Knee
T285,Tremon Smith,HOU,CB,-,-,-,-,,,,
T285,Chau Smith-Wade,CAR,CB,-,-,-,-,,,,
T285,L'Jarius Sneed,KC,CB,-,-,-,-,,,,
T285,Ameer Speed,DAL,CB,-,-,-,-,,,,
T285,Benjamin St-Juste,GB,CB,-,-,-,-,,,,
T285,Brandon Stephens,NYJ,CB,-,-,-,-,,,Ques,Neck
T285,Tyrique Stevenson,CHI,CB,-,-,-,-,,,,
T285,Reddy Steward,DAL,CB,-,-,-,-,,,,
T285,Qwan'tez Stiggers,NYJ,CB,-,-,-,-,,,Ques,Knee
T285,Tarheeb Still,LAC,CB,-,-,-,-,,,,
T285,Derek Stingley,HOU,CB,-,-,-,-,,,,
T285,Eric Stokes,LV,CB,-,-,-,-,,,,
T285,Upton Stout,SF,CB,-,-,-,-,,,,
T285,Greg Stroman,FA,CB,-,-,-,-,,,,
T285,Dorian Strong,BUF,CB,-,-,-,-,,,NFI-R,Neck
T285,Patrick Surtain,DEN,CB,-,-,-,-,,,,
T285,Cameron Sutton,FA,CB,-,-,-,-,,,,
T285,T.J. Tampa,BAL,CB,-,-,-,-,,,,
T285,Alontae Taylor,TEN,CB,-,-,-,-,,,,
T285,Ja'Sir Taylor,CIN,CB,-,-,-,-,,,,
T285,Keith Taylor,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Reese Taylor,DEN,CB,-,-,-,-,,,,
T285,Cam Taylor-Britt,IND,CB,-,-,-,-,,,,
T285,A.J. Terrell,ATL,CB,-,-,-,-,,,,
T285,Avieon Terrell,ATL,CB,-,-,-,-,,,,
T285,Ambry Thomas,PHI,CB,-,-,-,-,,,,
T285,Azareye'h Thomas,NYJ,CB,-,-,-,-,,,,
T285,Starling Thomas,ARI,CB,-,-,-,-,,,,
T285,Tavierre Thomas,MIN,CB,-,-,-,-,,,,
T285,Stantley Thomas-Oliver,FA,CB,-,-,-,-,,,,
T285,NaJee Thompson,FA,CB,-,-,-,-,,,,
T285,Corey Thornton,CAR,CB,-,-,-,-,,,,
T285,Tre Tomlinson,FA,CB,-,-,-,-,,,,
T285,Cory Trice,FA,CB,-,-,-,-,,,Ques,Knee
T285,DJ Turner,CIN,CB,-,-,-,-,,,,
T285,Carrington Valentine,GB,CB,-,-,-,-,,,Ques,Leg
T285,Greedy Vance,LV,CB,-,-,-,-,,,,
T285,Zemaiah Vaughn,MIN,CB,-,-,-,-,,,,
T285,Zelmar Vedder,KC,CB,-,-,-,-,,,,
T285,David Vereen,FA,CB,-,-,-,-,,,,
T285,Car'lin Vigers,WAS,CB,-,-,-,-,,,,
T285,Kindle Vildor,NE,CB,-,-,-,-,,,,
T285,Shaun Wade,PHI,CB,-,-,-,-,,,,
T285,Kani Walker,BUF,CB,-,-,-,-,,,,
T285,Josh Wallace,LAR,CB,-,-,-,-,,,,
T285,Levi Wallace,FA,CB,-,-,-,-,,,,
T285,Justin Walley,IND,CB,-,-,-,-,,,,
T285,Charvarius Ward,IND,CB,-,-,-,-,,,,
T285,Denzel Ward,CLE,CB,-,-,-,-,,,,
T285,Jaylen Watson,LAR,CB,-,-,-,-,,,,
T285,Isas Waxter,LAC,CB,-,-,-,-,,,,
T285,Sam Webb,DEN,CB,-,-,-,-,,,,
T285,Chris Westry,FA,CB,-,-,-,-,,,,
T285,Ryan White,FA,CB,-,-,-,-,,,,
T285,Tre'Davious White,FA,CB,-,-,-,-,,,,
T285,Nick Whiteside,DET,CB,-,-,-,-,,,,
T285,Nate Wiggins,BAL,CB,-,-,-,-,,,,
T285,Damarion Williams,TB,CB,-,-,-,-,,,,
T285,Darious Williams,LAR,CB,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Dee Williams,FA,CB,-,-,-,-,,,,
T285,Garrett Williams,ARI,CB,-,-,-,-,,,PUP-P,Achilles
T285,Jaylin Williams,FA,CB,-,-,-,-,,,,
T285,Josh Williams,TEN,CB,-,-,-,-,,,,
T285,Nohl Williams,KC,CB,-,-,-,-,,,,
T285,Divaad Wilson,FA,CB,-,-,-,-,,,Ques,Undisclosed
T285,Marco Wilson,MIA,CB,-,-,-,-,,,,
T285,Ahkello Witherspoon,WAS,CB,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Devon Witherspoon,SEA,CB,-,-,-,-,,,,
T285,Samuel Womack,NYJ,CB,-,-,-,-,,,,
T285,A.J. Woods,ATL,CB,-,-,-,-,,,,
T285,Charles Woods,NE,CB,-,-,-,-,,,,
T285,Riq Woolen,PHI,CB,-,-,-,-,,,,
T285,Ceyair Wright,CIN,CB,-,-,-,-,,,,
T285,Collin Wright,HOU,CB,-,-,-,-,,,,
T285,Nahshon Wright,NYJ,CB,-,-,-,-,1.44,,,
T285,Rejzohn Wright,NO,CB,-,-,-,-,,,,
T285,Rock Ya-Sin,DET,CB,-,-,-,-,,,,
T285,Isaac Yiadom,NO,CB,-,-,-,-,,,,
T285,Abu Daramy-Swaray,FA,DB,-,-,-,-,,,,
T285,Mario Addison,FA,DE,-,-,-,-,,,,
T285,David Agoha,FA,DE,-,-,-,-,,,,
T285,Brevin Allen,FA,DE,-,-,-,-,,,,
T285,Henry Anderson,FA,DE,-,-,-,-,,,,
T285,Ryder Anderson,FA,DE,-,-,-,-,,,,
T285,Will Anderson,HOU,DE,-,-,-,-,,,,
T285,Vincent Anthony,KC,DE,-,-,-,-,,,,
T285,Felix Anudike-Uzomah,KC,DE,-,-,-,-,,,,
T285,Dorance Armstrong,WAS,DE,-,-,-,-,,,PUP-P,Knee - ACL
T285,Denico Autry,FA,DE,-,-,-,-,,,,
T285,Genard Avery,FA,DE,-,-,-,-,,,,
T285,Allen Bailey,FA,DE,-,-,-,-,,,,
T285,David Bailey,NYJ,DE,-,-,20.00,-,,,,
T285,Derek Barnett,FA,DE,-,-,-,-,,,,
T285,Tyler Baron,NYJ,DE,-,-,-,-,,,PUP-P,Knee
T285,Alex Barrett,FA,DE,-,-,-,-,,,,
T285,Robert Beal,MIA,DE,-,-,-,-,,,,
T285,Rayshaun Benny,BAL,DE,-,-,-,-,,,,
T285,Rashod Berry,FA,DE,-,-,-,-,,,,
T285,Angelo Blackson,FA,DE,-,-,-,-,,,,
T285,Austin Booker,CHI,DE,-,-,-,-,,,,
T285,Joey Bosa,FA,DE,-,-,-,-,,,,
T285,Nick Bosa,SF,DE,-,-,-,-,4.82,,Ques,Knee - ACL
T285,Derrick Brown,CAR,DE,-,-,-,-,,,,
T285,Earnest Brown,TEN,DE,-,-,-,-,,,,
T285,Markaviest Bryant,FA,DE,-,-,-,-,,,,
T285,Jonathan Bullard,DAL,DE,-,-,-,-,,,,
T285,Jordan Burch,ARI,DE,-,-,-,-,,,,
T285,Ethan Burke,BAL,DE,-,-,-,-,,,,
T285,Solomon Byrd,HOU,DE,-,-,-,-,,,,
T285,Calais Campbell,BAL,DE,-,-,-,-,,,,
T285,Andre Carter,FA,DE,-,-,-,-,,,,
T285,T.J. Carter,FA,DE,-,-,-,-,,,,
T285,Bradley Chubb,BUF,DE,-,-,-,-,2.61,,,
T285,Adrian Clayborn,FA,DE,-,-,-,-,,,,
T285,Micheal Clemons,IND,DE,-,-,-,-,,,,
T285,Kameron Cline,FA,DE,-,-,-,-,,,,
T285,Jadeveon Clowney,HOU,DE,-,-,-,-,,,,
T285,Myles Cole,NO,DE,-,-,-,-,,,,
T285,Seth Coleman,MIA,DE,-,-,-,-,,,,
T285,Gus Cumberlander,FA,DE,-,-,-,-,,,,
T285,Caden Curry,IND,DE,-,-,-,-,,,,
T285,Mike Danna,BUF,DE,-,-,-,-,,,,
T285,Marcus Davenport,FA,DE,-,-,-,-,,,,
T285,Devean Deal,FA,DE,-,-,-,-,,,,
T285,Ethan Downs,KC,DE,-,-,-,-,,,IR,Knee - ACL
T285,Anthony Dunn,KC,DE,-,-,-,-,,,,
T285,Quindarius Dunnigan,JAX,DE,-,-,-,-,,,,
T285,Zach Durfee,JAX,DE,-,-,-,-,,,,
T285,Samson Ebukam,ATL,DE,-,-,-,-,,,,
T285,Paschal Ekeji,NYJ,DE,-,-,-,-,,,,
T285,A.J. Epenesa,PHI,DE,-,-,-,-,,,,
T285,Logan Fano,CLE,DE,-,-,-,-,,,,
T285,Keldric Faulk,TEN,DE,-,-,50.67,-,,,,
T285,Viliami Fehoko,FA,DE,-,-,-,-,,,,
T285,Clelin Ferrell,MIA,DE,-,-,-,-,,,,
T285,Michael Fletcher,FA,DE,-,-,-,-,,,,
T285,Leonard Floyd,FA,DE,-,-,-,-,,,,
T285,Isaiah Foskey,CIN,DE,-,-,-,-,,,,
T285,Morgan Fox,FA,DE,-,-,-,-,,,,
T285,John Franklin-Myers,TEN,DE,-,-,-,-,1.28,,,
T285,Amari Gainer,NE,DE,-,-,-,-,,,,
T285,Jalan Gaines,SEA,DE,-,-,-,-,,,,
T285,Patrick Gamble,FA,DE,-,-,-,-,,,,
T285,Myles Garrett,LAR,DE,-,-,-,-,,,Ques,Lower Body
T285,Jonathan Garvin,CHI,DE,-,-,-,-,,,,
T285,Joe Gaziano,FA,DE,-,-,-,-,,,,
T285,William Gholston,FA,DE,-,-,-,-,,,,
T285,Ashton Gillotte,KC,DE,-,-,-,-,,,Ques,Hamstring
T285,Anthony Goodlow,PIT,DE,-,-,-,-,,,,
T285,Ta'Quon Graham,FA,DE,-,-,-,-,,,,
T285,Carl Granderson,NO,DE,-,-,-,-,,,,
T285,BJ Green,JAX,DE,-,-,-,-,,,,
T285,Yetur Gross-Matos,FA,DE,-,-,-,-,,,,
T285,George Gumbs,IND,DE,-,-,-,-,,,,
T285,Logan Hall,HOU,DE,-,-,-,-,,,,
T285,Jalen Harris,FA,DE,-,-,-,-,,,,
T285,Zach Harrison,ATL,DE,-,-,-,-,,,NFI-A,Undisclosed
T285,Sabastian Harsh,HOU,DE,-,-,-,-,,,,
T285,Jahfari Harvey,LV,DE,-,-,-,-,,,,
T285,Ahmed Hassanein,DET,DE,-,-,-,-,,,,
T285,Michael Heldman,NO,DE,-,-,-,-,,,,
T285,Trey Hendrickson,BAL,DE,-,-,-,-,5.09,,,
T285,KJ Henry,SF,DE,-,-,-,-,,,,
T285,Malik Herring,TEN,DE,-,-,-,-,,,,
T285,Josh Hines-Allen,JAX,DE,-,-,-,-,,,,
T285,Michael Hoecht,BUF,DE,-,-,-,-,,,Ques,Achilles
T285,Jalyn Holmes,TEN,DE,-,-,-,-,,,,
T285,Xavier Holmes,NE,DE,-,-,-,-,,,,
T285,Dylan Horton,HOU,DE,-,-,-,-,,,,
T285,Cashius Howell,CIN,DE,-,-,55.50,-,,,,
T285,Aidan Hubbard,SEA,DE,-,-,-,-,,,,
T285,Sam Hubbard,FA,DE,-,-,-,-,,,,
T285,Bryce Huff,FA,DE,-,-,-,-,,,,
T285,Jerry Hughes,FA,DE,-,-,-,-,,,,
T285,Kody Huisman,BUF,DE,-,-,-,-,,,,
T285,Adin Huntington,CLE,DE,-,-,-,-,,,,
T285,Quintayvious Hutchins,NE,DE,-,-,-,-,,,Ques,Undisclosed
T285,Aidan Hutchinson,DET,DE,-,-,-,-,,,,
T285,Gabe Jacas,NE,DE,-,-,-,-,,,,
T285,Landon Jackson,BUF,DE,-,-,-,-,,,Ques,Knee
T285,Tarron Jackson,FA,DE,-,-,-,-,,,Ques,Undisclosed
T285,Keyshawn James-Newby,PHI,DE,-,-,-,-,,,Ques,Ankle
T285,Javontae Jean-Baptiste,WAS,DE,-,-,-,-,,,Ques,Pectoral
T285,Cedric Johnson,CIN,DE,-,-,-,-,,,,
T285,Desjuan Johnson,LAR,DE,-,-,-,-,,,,
T285,DJ Johnson,WAS,DE,-,-,-,-,,,,
T285,Jermaine Johnson,TEN,DE,-,-,-,-,,,,
T285,Kingsley Jonathan,NYJ,DE,-,-,-,-,,,,
T285,Andre Jones,BUF,DE,-,-,-,-,,,,
T285,Chandler Jones,FA,DE,-,-,-,-,,,,
T285,Marvin Jones,SEA,DE,-,-,-,-,,,,
T285,Sai'vion Jones,DEN,DE,-,-,-,-,,,,
T285,Cameron Jordan,NO,DE,-,-,-,-,1.56,,,
T285,Drew Jordan,FA,DE,-,-,-,-,,,,
T285,Daniel Joseph,FA,DE,-,-,-,-,,,,
T285,Joshua Josephs,WAS,DE,-,-,-,-,,,,
T285,Matthew Judon,FA,DE,-,-,-,-,,,,
T285,George Karlaftis,KC,DE,-,-,-,-,,,,
T285,Malcolm Koonce,LV,DE,-,-,-,-,1.80,,,
T285,Tanoh Kpassagnon,FA,DE,-,-,-,-,,,,
T285,Tyler Lacy,DET,DE,-,-,-,-,,,,
T285,Isaiah Land,DAL,DE,-,-,-,-,,,,
T285,Laiatu Latu,IND,DE,-,-,-,-,,,,
T285,Shaq Lawson,FA,DE,-,-,-,-,,,,
T285,Tevin Lawson,FA,DE,-,-,-,-,,,,
T285,DeMarvin Leal,FA,DE,-,-,-,-,,,,
T285,Titus Leo,SF,DE,-,-,-,-,,,,
T285,Tyquan Lewis,FA,DE,-,-,-,-,,,,
T285,Max Llewellyn,MIA,DE,-,-,-,-,,,,
T285,LaCale London,ATL,DE,-,-,-,-,,,,
T285,Isaiahh Loudermilk,MIN,DE,-,-,-,-,,,,
T285,Dean Lowry,PIT,DE,-,-,-,-,,,,
T285,Anthony Lucas,DET,DE,-,-,-,-,,,,
T285,T.J. Maguranyanga,WAS,DE,-,-,-,-,,,,
T285,Jeremiah Martin,CHI,DE,-,-,-,-,,,,
T285,Will McDonald,NYJ,DE,-,-,-,-,,,,
T285,Braiden McGregor,NYJ,DE,-,-,-,-,,,,
T285,Isaiah McGuire,CLE,DE,-,-,-,-,,,,
T285,Takkarist McKinley,FA,DE,-,-,-,-,,,,
T285,TK McLendon,FA,DE,-,-,-,-,,,,
T285,Mitchell Melton,IND,DE,-,-,-,-,,,,
T285,Eli Mencer,FA,DE,-,-,-,-,,,,
T285,Von Miller,FA,DE,-,-,-,-,,,,
T285,DaMarcus Mitchell,FA,DE,-,-,-,-,,,,
T285,Damontre Moore,FA,DE,-,-,-,-,,,,
T285,Derrick Moore,DET,DE,-,-,44.80,-,,,Ques,Groin
T285,Mike Morris,SEA,DE,-,-,-,-,,,,
T285,Al-Quadin Muhammad,TB,DE,-,-,-,-,,,,
T285,Myles Murphy,CIN,DE,-,-,-,-,4.12,,,
T285,Mapalo Mwansa,CAR,DE,-,-,-,-,,,,
T285,Durell Nchami,IND,DE,-,-,-,-,,,,
T285,CJ Nunnally,FA,DE,-,-,-,-,,,,
T285,Patrick O'Connor,FA,DE,-,-,-,-,,,,
T285,Eric O'Neill,DET,DE,-,-,-,-,,,,
T285,Efe Obada,FA,DE,-,-,-,-,,,,
T285,Adedayo Odeleye,DAL,DE,-,-,-,-,,,,
T285,Dayo Odeyingbo,CHI,DE,-,-,-,-,,,Ques,Achilles
T285,Emmanuel Ogbah,FA,DE,-,-,-,-,,,,
T285,Kehinde Oginni,FA,DE,-,-,-,-,,,,
T285,Sam Okuayinonu,SF,DE,-,-,-,-,,,,
T285,Julian Okwara,CLE,DE,-,-,-,-,,,,
T285,Charles Omenihu,WAS,DE,-,-,-,-,,,,
T285,Joseph Ossai,NYJ,DE,-,-,-,-,,,PUP-P,Undisclosed
T285,Esezi Otomewo,PIT,DE,-,-,-,-,,,,
T285,LT Overton,DAL,DE,-,-,-,-,,,,
T285,JoJo Ozougwu,FA,DE,-,-,-,-,,,,
T285,Josh Paschal,FA,DE,-,-,-,-,,,,
T285,Scott Patchan,FA,DE,-,-,-,-,,,,
T285,Kwity Paye,LV,DE,-,-,-,-,,,,
T285,Antwaun Powell-Ryland,CIN,DE,-,-,-,-,,,,
T285,Joshua Pryor,FA,DE,-,-,-,-,,,,
T285,C.J. Ravenell,FA,DE,-,-,-,-,,,Ques,Undisclosed
T285,LaBryan Ray,CAR,DE,-,-,-,-,,,,
T285,Elijah Roberts,TB,DE,-,-,-,-,,,,
T285,Cameron Robertson,ARI,DE,-,-,-,-,,,,
T285,A'Shawn Robinson,TB,DE,-,-,-,-,,,,
T285,Chop Robinson,MIA,DE,-,-,-,-,,,,
T285,Darius Robinson,ARI,DE,-,-,-,-,,,,
T285,Dominique Robinson,HOU,DE,-,-,-,-,,,,
T285,Janarius Robinson,FA,DE,-,-,-,-,,,,
T285,Greg Rousseau,BUF,DE,-,-,-,-,,,,
T285,Cameron Sample,SF,DE,-,-,-,-,,,Ques,Knee
T285,Tyreak Sapp,CLE,DE,-,-,-,-,,,,
T285,Cian Slone,LV,DE,-,-,-,-,,,,
T285,Elerson Smith,FA,DE,-,-,-,-,,,,
T285,Preston Smith,FA,DE,-,-,-,-,,,,
T285,Za'Darius Smith,FA,DE,-,-,-,-,,,,
T285,Dawuane Smoot,FA,DE,-,-,-,-,,,,
T285,Charles Snowden,DAL,DE,-,-,-,-,,,IR,Undisclosed
T285,Javon Solomon,BUF,DE,-,-,-,-,,,,
T285,Shemar Stewart,CIN,DE,-,-,-,-,,,Ques,Knee
T285,Dante Stills,ARI,DE,-,-,-,-,,,,
T285,Danny Striggow,JAX,DE,-,-,-,-,,,,
T285,Montez Sweat,CHI,DE,-,-,-,-,2.81,,,
T285,Khordae Sydnor,CLE,DE,-,-,-,-,,,,
T285,Mika Tafua,FA,DE,-,-,-,-,,,,
T285,Myron Tagovailoa-Amosa,FA,DE,-,-,-,-,,,,
T285,Darrell Taylor,FA,DE,-,-,-,-,,,,
T285,Bryan Thomas,JAX,DE,-,-,-,-,,,,
T285,Cameron Thomas,ATL,DE,-,-,-,-,,,,
T285,R Mason Thomas,KC,DE,-,-,-,-,,,,
T285,BJ Thompson,FA,DE,-,-,-,-,,,,
T285,Tariqious Tisdale,FA,DE,-,-,-,-,,,,
T285,Casey Toohill,FA,DE,-,-,-,-,,,,
T285,Joe Tryon-Shoyinka,PHI,DE,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,JT Tuimoloau,IND,DE,-,-,-,-,,,,
T285,Payton Turner,DET,DE,-,-,-,-,,,,
T285,Isaac Ukwu,FA,DE,-,-,-,-,,,,
T285,Brent Urban,FA,DE,-,-,-,-,,,,
T285,DeMarcus Walker,FA,DE,-,-,-,-,,,,
T285,Travon Walker,JAX,DE,-,-,-,-,3.17,,,
T285,Eric Watts,NYJ,DE,-,-,-,-,,,,
T285,Markees Watts,CLE,DE,-,-,-,-,,,Reserve-Ret,Undisclosed
T285,Joshua Weru,PHI,DE,-,-,-,-,,,,
T285,Tyre West,DET,DE,-,-,-,-,,,,
T285,Tyrus Wheat,DAL,DE,-,-,-,-,,,,
T285,Keion White,SF,DE,-,-,-,-,,,Ques,Groin
T285,Cullen Wick,FA,DE,-,-,-,-,,,,
T285,Elijah Williams,MIN,DE,-,-,-,-,,,Ques,Ankle
T285,Jonah Williams,ARI,DE,-,-,-,-,,,,
T285,Leonard Williams,SEA,DE,-,-,-,-,,,,
T285,Mykel Williams,SF,DE,-,-,-,-,,,PUP-P,Knee - ACL
T285,Sam Williams,DAL,DE,-,-,-,-,,,,
T285,Wesley Williams,JAX,DE,-,-,-,-,,,,
T285,Tyree Wilson,NO,DE,-,-,-,-,,,,
T285,Zion Wilson,PHI,DE,-,-,-,-,,,,
T285,Billy Winn,FA,DE,-,-,-,-,,,,
T285,Deatrich Wise,WAS,DE,-,-,-,-,,,PUP-P,Quadriceps
T285,Colby Wooden,IND,DE,-,-,-,-,,,,
T285,Chris Wormley,FA,DE,-,-,-,-,,,,
T285,Alex Wright,CLE,DE,-,-,-,-,2.12,,,
T285,Montravius Adams,FA,DT,-,-,-,-,,,,
T285,Myles Adams,DET,DT,-,-,-,-,,,,
T285,Adetomiwa Adebawore,IND,DT,-,-,-,-,,,,
T285,Tommy Akingbesote,BUF,DT,-,-,-,-,,,,
T285,Darius Alexander,NYG,DT,-,-,-,-,,,,
T285,Carlos Allen,ATL,DT,-,-,-,-,,,,
T285,Jonathan Allen,CIN,DT,-,-,-,-,,,,
T285,Zach Allen,DEN,DT,-,-,-,-,2.94,,,
T285,Abdullah Anderson,FA,DT,-,-,-,-,,,,
T285,Evan Anderson,FA,DT,-,-,-,-,,,,
T285,Eli Ankou,FA,DT,-,-,-,-,,,,
T285,Arik Armstead,JAX,DT,-,-,-,-,,,,
T285,Popo Aumavae,FA,DT,-,-,-,-,,,,
T285,Dominic Bailey,HOU,DT,-,-,-,-,,,,
T285,Cameron Ball,IND,DT,-,-,-,-,,,,
T285,Caleb Banks,MIN,DT,-,-,-,-,,,,
T285,Ricky Barber,WAS,DT,-,-,-,-,,,,
T285,Christian Barmore,NE,DT,-,-,-,-,,,,
T285,Anquin Barnes,NYG,DT,-,-,-,-,,,,
T285,Dante Barnett,FA,DT,-,-,-,-,,,,
T285,Nick Barrett,LAC,DT,-,-,-,-,,,,
T285,Kyon Barrs,CAR,DT,-,-,-,-,,,,
T285,Ben Barten,NYJ,DT,-,-,-,-,,,,
T285,Kyler Baugh,PIT,DT,-,-,-,-,,,,
T285,Travis Bell,CLE,DT,-,-,-,-,,,,
T285,Keeanu Benton,PIT,DT,-,-,-,-,,,,
T285,Uar Bernard,PHI,DT,-,-,-,-,,,,
T285,Zeek Biggers,MIA,DT,-,-,-,-,,,,
T285,Andrew Billings,ARI,DT,-,-,-,-,,,,
T285,Josh Black,FA,DT,-,-,-,-,,,,
T285,Yahya Black,PIT,DT,-,-,-,-,,,,
T285,Ross Blacklock,FA,DT,-,-,-,-,,,,
T285,David Blay,NE,DT,-,-,-,-,,,,
T285,Quinton Bohanna,JAX,DT,-,-,-,-,,,,
T285,T.J. Bollers,JAX,DT,-,-,-,-,,,,
T285,Anthony Booker,FA,DT,-,-,-,-,,,,
T285,Thomas Booker,LV,DT,-,-,-,-,,,,
T285,Khristian Boyd,NO,DT,-,-,-,-,,,,
T285,Bryan Bresee,NO,DT,-,-,-,-,,,Out,Knee - ACL
T285,Cole Brevard,KC,DT,-,-,-,-,,,,
T285,C.J. Brewer,FA,DT,-,-,-,-,,,,
